measuredTime,roadStationId,id,sensorValue,timestamp,latitude,longitude,temperature,visibility,uvIndex,drivingDifficultyIndex,precip6Hour,relativeHumidity,snow6Hour,snowMtd,windSpeed,startTime,endTime
2022-02-23T17:00:18Z,23116.0,5067.0,63.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T17:00:18Z,23116.0,5071.0,63.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T17:00:18Z,23116.0,5054.0,1758.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T17:00:18Z,23116.0,5055.0,1765.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T17:00:18Z,23116.0,5056.0,64.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T17:00:18Z,23116.0,5057.0,64.0,2022-02-23 17:00:00,60.213364,24.816295,-4.0,16.09,0.0,0.0,0.0,90.4,0.0,50.6,7.9,,
2022-02-23T18:00:17Z,23116.0,5057.0,65.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T18:00:17Z,23116.0,5067.0,47.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T18:00:17Z,23116.0,5056.0,65.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T18:00:17Z,23116.0,5054.0,1305.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T18:00:17Z,23116.0,5071.0,48.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T18:00:17Z,23116.0,5055.0,1349.0,2022-02-23 18:00:00,60.213364,24.816295,-3.3,16.09,0.0,0.0,0.0,92.7,0.0,50.6,9.0,,
2022-02-23T19:00:16Z,23116.0,5067.0,38.0,2022-02-23 19:00:00,60.213364,24.816295,-2.3,16.09,0.0,0.0,0.0,93.7,0.0,50.6,15.8,,
2022-02-23T19:00:16Z,23116.0,5057.0,67.0,2022-02-23 19:00:00,60.213364,24.816295,-2.3,16.09,0.0,0.0,0.0,93.7,0.0,50.6,15.8,,
